RespondentID,"In your own words, what would you call the part of the country you live in now?",Personally identification as a Midwesterner?,Illinois in MW?,Indiana in MW?,Iowa in MW?,Kansas in MW?,Michigan in MW?,Minnesota in MW?,Missouri in MW?,Nebraska in MW?,North Dakota in MW?,Ohio in MW?,South Dakota in MW?,Wisconsin in MW?,Arkansas in MW?,Colorado in MW?,Kentucky in MW?,Oklahoma in MW?,Pennsylvania in MW?,West Virginia in MW?,Montana in MW?,Wyoming in MW?,ZIP Code,Gender,Age,Household Income,Education,Location (Census Region)
3122094496,The South,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,33852,Female,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3122945466,Rural,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,30458,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3122076551,U.S. Capitol,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,20007,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3122633781,Central Appalachia,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,25801,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3122536626,Virginia Piedmont,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,24502,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3122429686,South,Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,29615,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3121559430,Southeast,Some,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,29664,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic
3123031301,Mid atlantic,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,21787,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3125552097,Mid Atlantic,Not much,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,25313,Male,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3121692952,South east,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,27513,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3121705247,Mid-Atlantic region,A lot,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,21209,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3125002587,The Southeast.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,30309,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3122628272,God's Country,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,27545,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3124784401,The South,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,30092,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3126080690,Appalacha,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,24801,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3122812577,Southeast,Not at all,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,25304,Female,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3125881486,Eastern United States,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,26505,Male,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3123094592,Southeast,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,27295,Male,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3122199206,Mid Atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,20036,Female,> 60,"$25,000 - $49,999",Graduate degree,South Atlantic
3123749547,southeast,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,30110,Female,> 60,"$25,000 - $49,999",Graduate degree,South Atlantic
3122638526,The Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,28791,Female,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3120741210,the South,Not much,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,31636,Female,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3122447443,Southeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,34952,Female,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3122947918,"The Washington, DC Metro area",Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,20906,Male,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3120799918,Paradise,Not at all,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,30093,Male,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3123624436,Sub Tropical,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,34654,Male,45-60,"$25,000 - $49,999",Graduate degree,South Atlantic
3120680111,east coast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,23219,Female,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3123550678,eastern,Not at all,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,27260,Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3123273234,mideast,Some,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,33614,Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3121513167,southeast,Some,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,34239,Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3123220310,God' Country,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,28106,Female,> 60,"$0 - $24,999",Graduate degree,South Atlantic
3121893045,South,Not much,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,33596,Male,> 60,"$0 - $24,999",Graduate degree,South Atlantic
3121882816,The South,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,27587,Male,30-44,"$0 - $24,999",Graduate degree,South Atlantic
3122132229,Merry Go Round of Weather!,Some,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,29732,Female,> 60,,Graduate degree,South Atlantic
3120855975,Southeast,Not at all,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,32617,Female,45-60,,Graduate degree,South Atlantic
3123715578,Eastern,Not much,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,25541,Female,30-44,,Graduate degree,South Atlantic
3122801876,western mid atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,24333,Female,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3121873356,The southeast,Not at all,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,30341,Female,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3123115810,the Mid-Atlantic region,Not much,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,21207,Female,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3122695995,South,A lot,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,32708,Female,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3123120084,South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,34448,Female,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3122534881,The South,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,30087,Male,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3122617179,Mid Atlantic,Some,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,21146,Male,> 60,"$150,000+",Associate or bachelor degree,South Atlantic
3122906507,Mid-Atlantic Coast,Not at all,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,23236,Female,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3120715507,Mid atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,22801,Female,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3123664988,Mid atlantic,Not at all,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,23221,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3122810018,Washington suburbs,Not at all,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,20895,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3123954245,Country,Not much,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,29625,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3123938113,Mid Atlantic,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,21146,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3123011908,Southeast,Not much,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,33138,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3122684995,South florida,Not much,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,33064,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3123680494,"Washington, DC",Some,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,20170,Male,45-60,"$150,000+",Associate or bachelor degree,South Atlantic
3122034596,Southeast,Not much,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,32792,Female,30-44,"$150,000+",Associate or bachelor degree,South Atlantic
3123625936,Mid Atlantic,Not at all,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,24016,Male,30-44,"$150,000+",Associate or bachelor degree,South Atlantic
3121986200,Northern Virginia,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,22044,Male,30-44,"$150,000+",Associate or bachelor degree,South Atlantic
3121859550,southeast,Not at all,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,29649,Male,30-44,"$150,000+",Associate or bachelor degree,South Atlantic
3121366440,MidAtlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,20770,Female,18-29,"$150,000+",Associate or bachelor degree,South Atlantic
3122344726,Mid Atlantic,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,20010,Male,18-29,"$150,000+",Associate or bachelor degree,South Atlantic
3122792505,Country outside of Baltimoe,Some,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,21131,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3122233521,"the mid-Atlantic region...or else maybe ""D.C. suburbs""",Not at all,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,20902,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3121302998,south,Not at all,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,28227,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3123577589,Mid Atlantic,Not at all,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,28374,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3122818818,South,Not at all,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,27896,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3121933872,Mid-Atlantic,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,20009,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3120695309,Sunshine State,Not at all,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,33186,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3123496402,South,Not at all,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,32821,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3121394715,Small town,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,29301,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3122889826,Southeast,Not much,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,30324,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3123150178,Southeast,Not at all,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,32137,Male,18-29,"$100,000 - $149,999",Associate or bachelor degree,South Atlantic
3122806543,Mid-sized Southern city,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,27104,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122673738,SE. Country,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,30182,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3123916205,Mountains and river,A lot,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,26624,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122638553,southeast,A lot,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30097,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121656155,Paradise,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,32034,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3123190870,Rural,Not at all,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,28692,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122693510,Southeastern U.S.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,30039,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122851642,South East,A lot,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,23236,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122714498,East coast,Not at all,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,23464,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122326522,South,Not at all,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,32129,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122268090,mid-atlantic coastal area,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,27265,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121368269,southern,Not at all,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,28504,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121246768,United States,Not at all,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,30188,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3120881178,South,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,32712,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3120825169,Southeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,30067,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122311467,Northeast,Not much,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,18902,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122735061,the South,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,29707,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121914291,A southern rural community.,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,27583,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121971967,Northeast,Not at all,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,20001,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121621996,Southeast,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,28312,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3123777764,Florida?,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,61530,Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122353349,Florida,Not at all,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,32937,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3121590339,Southeast,Not at all,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,31308,Female,18-29,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3125818086,North Carolina,A lot,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,28227,Male,18-29,"$50,000 - $99,999",Associate or bachelor degree,South Atlantic
3122794780,upper south,Not at all,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,20110,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3121989874,Southeasters United States or the Deep South,Not at all,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,30044,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3122227287,The South,Some,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,33612,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123825478,A piece of Eden,Not at all,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,33714,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3120756019,rural southeast,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,32536,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3122621840,Southeast,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,33782,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123643262,Southeast,Not much,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,34210,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123224733,West Virginia or too close to Washington DC,Not much,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,25405,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123276801,South Florida where the sun always shines,Some,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,33460,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3121438288,rural south,Some,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,32421,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3122856163,South east,Not at all,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,24151,Male,45-60,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3122256230,south,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,24319,Female,30-44,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3121538922,The southeast,Some,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,32607,Male,30-44,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123716600,Mid-Atlantic,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,21214,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3122209127,Southeast,A lot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,29201,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3124744381,Southeast,Not at all,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,30004,Male,18-29,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123770336,Washington DC suburb,Not at all,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,20147,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3123052086,Northeast,Not at all,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,25413,Female,18-29,"$25,000 - $49,999",Associate or bachelor degree,South Atlantic
3120953261,mid-atlantic,Not at all,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,22303,Female,> 60,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3123177684,US Capital District of the Mid Atlantic Region,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,20012,Male,> 60,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3120775366,Mid-East,Not at all,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,24013,Female,18-29,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3123181869,The South,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,30329,Female,18-29,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3123728971,NoVa on the east coast,Not at all,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,20106,Female,18-29,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3122893384,Northern Virginia,Not at all,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,22207,Male,18-29,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3122809892,The South-East,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,24354,Male,18-29,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3122355689,southeast Virginia,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,23072,Male,18-29,"$0 - $24,999",Associate or bachelor degree,South Atlantic
3122562710,The South,Not much,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,29405,Female,> 60,"$150,000+",Some college,South Atlantic
3123292774,SOUTHEAST FLORIDA,Some,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,33411,Female,> 60,"$150,000+",Some college,South Atlantic
3123195152,DC/MD/VA area,Not at all,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,20735,Female,> 60,"$150,000+",Some college,South Atlantic
3122800047,south florida,Not at all,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,33461,Male,> 60,"$150,000+",Some college,South Atlantic
